q,idx,round,rq_id,n_urls,snippet_len,gen_len
q46,2,0,0,6,7303,572
q46,3,0,0,4,8905,767
q46,4,0,1,5,10138,950
q46,5,0,1,3,9359,1002
q46,6,0,2,3,10312,1329
q46,7,0,2,4,11279,1351
q46,8,0,2,5,8815,1110
q47,0,0,0,4,10258,649
q47,1,0,1,6,10397,602
q47,2,0,1,4,10339,1004
q47,3,0,2,5,8985,1043
q47,4,0,0,3,10260,996
q47,5,0,2,5,10600,992
q47,6,0,0,5,10208,974
q47,7,0,2,4,13626,1147
q47,8,0,1,5,11731,1466
q47,9,1,3,4,10893,500
q47,10,1,4,4,10081,704
q47,11,1,4,3,8632,82
q47,12,1,4,5,10239,770
q47,13,1,5,4,9648,897
q47,14,1,5,5,12252,907
q47,15,1,3,5,10538,891
q47,16,1,5,6,8153,1017
q47,17,1,3,5,11678,1150
q47,18,2,6,4,10097,589
q47,19,2,6,4,10090,586
q47,20,2,7,4,11059,780
q47,21,2,7,5,7902,796
q47,22,2,7,6,7069,982
q47,23,2,6,3,13704,882
q48,0,0,0,5,9114,537
q48,1,0,1,4,10005,794
q48,2,0,2,2,8690,700
q48,3,0,1,4,7718,1089
q48,4,0,1,6,12560,671
q48,5,0,2,5,7477,735
q48,6,0,0,4,8898,1124
q48,7,0,2,3,9511,1606
q48,8,0,0,6,9025,1661
q49,0,0,0,4,12114,206
q49,1,0,1,5,7539,382
q49,2,0,1,5,8277,400
q49,3,0,2,3,10822,674
q49,4,0,0,4,9938,550
q49,5,0,0,4,9238,720
q49,6,0,1,5,8543,695
q49,7,0,2,3,9505,561
q49,8,0,2,5,10646,726
q49,9,1,3,4,10372,565
q49,10,1,3,4,7546,596
q49,11,1,3,3,8477,703
q49,12,1,4,4,7391,916
q49,13,1,5,5,39191,3015
q49,14,1,5,4,42811,3422
q49,15,1,5,2,39762,3681
q49,16,1,4,5,9221,1500
q49,17,1,4,3,8131,1568
q49,18,2,6,5,9367,616
q49,19,2,7,5,8159,737
q49,20,2,8,3,9280,1014
q49,21,2,7,3,8488,719
q49,22,2,8,5,8462,1209
q49,23,2,6,6,9569,994
q49,24,2,6,6,8019,1009
q49,25,2,7,5,12388,935
q49,26,2,8,5,9019,1541
q50,0,0,0,3,8474,201
q50,1,0,1,6,8337,480
q50,2,0,1,4,8385,536
q50,3,0,1,4,11213,532
q50,4,0,0,4,7735,802
q50,5,0,2,5,7171,850
q50,6,0,2,4,9747,994
q50,7,0,2,3,9848,1144
q50,8,0,0,5,8536,1268
q51,0,0,0,3,37560,1099
q51,1,0,1,6,41559,1703
q51,2,0,0,4,23835,1112
q51,3,0,0,4,40607,1300
q51,4,0,1,4,40594,2069
q51,5,0,2,5,36787,2209
q51,6,0,2,4,40286,3035
q51,7,0,2,4,41115,3015
q51,8,0,1,5,41198,3249
q51,9,1,3,6,31517,1888
q51,10,1,3,4,29207,1890
q51,11,1,4,5,31802,2110
q51,12,1,4,4,45985,2638
q51,13,1,5,4,44929,2512
q51,14,1,4,4,40194,3608
q51,15,1,3,5,31472,2834
q51,16,1,5,5,39204,3102
q51,17,1,5,2,43483,3323
q52,0,0,0,4,47652,2078
q52,1,0,0,6,41991,2277
q52,2,0,1,6,36484,2224
q52,3,0,2,4,30997,2525
q52,4,0,1,5,43727,2573
q52,5,0,2,5,35302,2647
q52,6,0,1,6,38348,3164
q52,7,0,2,6,35821,3514
q52,8,0,0,5,46050,3254
q53,0,0,0,6,40176,2942
q53,1,0,0,5,30998,2894
q53,2,0,1,5,44612,2734
q53,3,0,1,4,47655,3179
q53,4,0,2,4,45632,3358
q53,5,0,1,3,48445,3475
q53,6,0,0,5,45287,2654
q53,7,0,2,2,47861,3612
q53,8,0,2,4,48134,4254
q53,9,1,3,4,40857,2198
q53,10,1,3,4,46533,2281
q53,11,1,4,5,39115,2998
q53,12,1,5,4,41123,2757
q53,13,1,4,6,41370,3176
q53,14,1,5,6,41255,3065
q53,15,1,5,3,49124,3694
q53,16,1,4,4,44756,3680
q53,17,1,3,3,44829,2903
q53,18,2,6,5,37451,2147
q53,19,2,7,5,43709,2120
q53,20,2,6,3,46556,1771
q53,21,2,7,5,48796,2812
q53,22,2,7,4,45843,2764
q53,23,2,6,5,49096,3009
q53,24,2,8,4,42153,3163
q53,25,2,8,2,50064,3438
q53,26,2,8,3,51179,3879
q54,0,0,0,5,46670,1800
q54,1,0,1,5,46641,2336
q54,2,0,2,4,39739,2259
q54,3,0,0,6,45182,2425
q54,4,0,1,4,46839,2923
q54,5,0,1,6,44520,2930
q54,6,0,0,5,41646,2976
q54,7,0,2,3,45014,3333
q54,8,0,2,4,36909,3357
q54,9,1,3,5,30547,1708
q54,10,1,4,5,44729,2670
q54,11,1,5,3,40615,3003
q54,12,1,4,1,55457,3132
q54,13,1,3,5,38119,3105
q54,14,1,5,4,39081,3888
q54,15,1,3,5,43913,3663
q54,16,1,4,3,39238,3629
q54,17,1,5,5,41236,5283
q54,18,2,6,5,36076,2337
q54,19,2,6,5,30234,2261
q54,20,2,6,5,38545,2155
q54,21,2,7,6,37174,3023
q54,22,2,8,5,39014,2774
q54,23,2,8,4,40310,3798
q54,24,2,7,4,42496,3632
q54,25,2,7,5,38986,3293
q54,26,2,8,3,46733,4505
q55,0,0,0,4,39028,1391
q55,1,0,0,5,40569,1744
q55,2,0,0,5,38685,1680
q55,3,0,1,5,35285,1858
q55,4,0,1,6,34062,2993
q55,5,0,2,5,44830,2781
q55,6,0,2,4,42173,3140
q55,7,0,1,5,39012,3661
q55,8,0,2,4,40343,3497
q55,9,1,3,5,47016,2074
q55,10,1,3,5,39685,2294
q55,11,1,4,6,38060,2588
q55,12,1,5,5,37863,2875
q55,13,1,3,3,36599,3063
q55,14,1,5,4,40914,3320
q55,15,1,4,5,30380,3550
q55,16,1,5,3,45024,4551
q55,17,1,4,2,43644,3098
q55,18,2,6,6,36021,2299
q55,19,2,7,5,36942,2624
q55,20,2,6,4,36558,2623
q55,21,2,6,5,33069,3700
q55,22,2,7,5,39265,4797
q55,23,2,7,4,45982,4815
q56,0,0,0,6,25670,904
q56,1,0,0,4,41745,1743
q56,2,0,1,5,30025,2321
q56,3,0,0,5,39830,2643
q56,4,0,2,4,44258,2753
q56,5,0,2,4,38566,3097
q56,6,0,1,5,31495,2900
q56,7,0,2,5,42478,3159
q56,8,0,1,4,36477,3034
q57,0,0,0,5,43085,2367
q57,1,0,1,6,39308,2584
q57,2,0,1,6,40004,3077
q57,3,0,1,5,29633,3633
q57,4,0,0,3,51935,3679
q57,5,0,2,5,46873,3383
q57,6,0,2,4,46941,3469
q57,7,0,2,4,36857,3765
q57,8,0,0,6,51387,6428
q58,0,0,0,4,33987,866
q58,1,0,0,3,35601,1121
q58,2,0,1,3,36133,1388
q58,3,0,1,5,40329,1593
q58,4,0,1,5,38692,2247
q58,5,0,2,3,31035,2261
q58,6,0,0,5,38190,2902
q58,7,0,2,5,39026,3499
q58,8,0,2,4,34366,2436
q58,9,1,3,3,25491,1162
q58,10,1,4,6,31795,1022
q58,11,1,5,4,38751,1309
q58,12,1,4,5,27136,1905
q58,13,1,3,4,30994,2546
q58,14,1,4,4,36602,3062
q58,15,1,5,3,37940,3333
q58,16,1,3,4,35626,3773
q58,17,1,5,4,34951,3539
q58,18,2,6,3,29547,1202
q58,19,2,6,5,34103,1775
q58,20,2,6,5,32533,1559
q58,21,2,7,3,32436,2548
q58,22,2,7,3,40061,2758
q58,23,2,7,6,33824,3436
q58,24,2,8,5,40782,3517
q58,25,2,8,5,35164,3275
q58,26,2,8,4,41132,3515
q59,0,0,0,6,33363,1128
q59,1,0,0,2,34557,1605
q59,2,0,1,4,33735,1891
q59,3,0,1,4,38102,1830
q59,4,0,2,6,27123,2076
q59,5,0,2,4,32322,2377
q59,6,0,0,6,32711,2212
q59,7,0,2,5,42377,2200
q59,8,0,1,3,39399,2714
q59,9,1,3,3,37196,854
q59,10,1,4,3,34645,1028
q59,11,1,5,5,31347,1405
q59,12,1,5,6,34439,1227
q59,13,1,4,3,37170,1377
q59,14,1,5,5,37641,1810
q59,15,1,3,4,31765,1943
q59,16,1,3,4,40251,2689
q59,17,1,4,3,45509,1280
q60,0,0,0,4,35222,2231
q60,1,0,0,6,33653,2739
q60,2,0,1,5,35433,3176
q60,3,0,2,5,46410,3014
q60,4,0,2,4,29742,3210
q60,5,0,0,4,34719,3590
q60,6,0,2,4,43230,3910
q60,7,0,1,4,37346,3705
q60,8,0,1,4,49102,5808
q60,9,1,3,5,29715,1719
q60,10,1,4,4,29695,1286
q60,11,1,3,4,39798,2340
q60,12,1,4,4,44162,2210
q60,13,1,5,6,37999,3160
q60,14,1,5,4,47695,3635
q60,15,1,5,5,41438,4469
q60,16,1,3,3,42911,4153
q60,17,1,4,4,39840,3442
q60,18,2,6,6,31353,1085
q60,19,2,7,4,43490,2468
q60,20,2,8,6,43096,3175
q60,21,2,8,3,40567,3110
q60,22,2,8,4,48315,3109
q60,23,2,6,4,47038,3214
q60,24,2,7,6,29766,3342
q60,25,2,7,6,36854,3332
q60,26,2,6,3,41971,3601
q61,0,0,0,4,26529,1066
q61,1,0,0,2,31333,1701
q61,2,0,1,6,32288,2324
q61,3,0,2,4,41287,3157
q61,4,0,1,3,30105,2556
q61,5,0,1,4,38425,3109
q61,6,0,2,5,38766,3500
q61,7,0,2,3,47430,4228
q61,8,0,0,4,44443,3615
q61,9,1,3,4,37796,1254
q61,10,1,4,4,36679,1235
q61,11,1,3,6,36352,1735
q61,12,1,5,3,28473,1466
q61,13,1,5,4,29796,2139
q61,14,1,4,5,41760,2959
q61,15,1,4,5,44484,3078
q61,16,1,3,4,39573,3148
q61,17,1,5,4,36062,3515
q61,18,2,6,5,30078,831
q61,19,2,7,4,37796,1494
q61,20,2,6,3,37816,1978
q61,21,2,8,4,45451,1990
q61,22,2,7,3,41530,2624
q61,23,2,7,3,39859,2699
q61,24,2,6,4,34968,2798
q61,25,2,8,3,42208,3514
q61,26,2,8,5,34808,3253
q62,0,0,0,4,34216,1313
q62,1,0,0,3,42671,1847
q62,2,0,0,6,37452,2796
q62,3,0,1,4,34042,2844
q62,4,0,1,6,35175,3467
q62,5,0,2,4,44669,3746
q62,6,0,2,5,36779,3735
q62,7,0,1,5,42407,3858
q62,8,0,2,4,40056,4676
q63,0,0,0,4,30707,1272
q63,1,0,1,4,30903,1265
q63,2,0,2,4,32749,2086
q63,3,0,2,4,26990,2725
q63,4,0,0,4,30351,2349
q63,5,0,0,4,34287,1998
q63,6,0,1,5,33793,3404
q63,7,0,2,4,36742,2585
q63,8,0,1,5,33756,3132
q63,9,1,3,0,0,208
q63,10,1,4,3,35202,1276
q63,11,1,5,5,22278,2126
q63,12,1,3,6,32148,889
q63,13,1,4,5,36761,1933
q63,14,1,4,5,39375,2656
q63,15,1,5,4,34650,2873
q63,16,1,5,3,40481,3397
q63,17,1,3,3,38405,5282
q63,18,2,6,4,37371,1829
q63,19,2,7,5,25713,1740
q63,20,2,6,5,27950,2181
q63,21,2,6,6,28169,1948
q63,22,2,7,5,31775,1980
q63,23,2,8,4,28630,1859
q63,24,2,8,4,32594,2473
q63,25,2,7,4,32322,2438
q63,26,2,8,3,33057,2690
q64,0,0,0,5,31706,1300
q64,1,0,1,5,40125,2224
q64,2,0,2,6,32156,2038
q64,3,0,2,4,44846,2802
q64,4,0,2,4,35747,2771
q64,5,0,0,3,42247,3189
q64,6,0,0,4,48554,3145
q64,7,0,1,5,50321,3410
q64,8,0,1,4,44863,3565
q64,9,1,3,0,0,83
q64,10,1,4,6,38440,2304
q64,11,1,4,5,18817,891
q64,12,1,4,5,34579,1111
q64,13,1,3,5,38516,2695
q64,14,1,5,5,45616,4730
q64,15,1,5,3,44456,2169
q64,16,1,3,4,38393,3380
q64,17,1,5,5,29586,3650
q65,0,0,0,6,22114,1495
q65,1,0,1,5,35798,2310
q65,2,0,2,6,37298,2925
q65,3,0,2,5,41982,3279
q65,4,0,2,4,35325,3632
q65,5,0,1,2,44468,3775
q65,6,0,0,4,28070,3860
q65,7,0,1,6,38539,3914
q65,8,0,0,3,41127,3037
q65,9,1,3,6,12745,1094
q65,10,1,3,6,28220,2389
q65,11,1,3,4,31518,2551
q65,12,1,4,4,27071,2235
q65,13,1,5,6,32825,3052
q65,14,1,4,5,31394,2611
q65,15,1,5,2,48158,2843
q65,16,1,5,4,39329,3243
q65,17,1,4,3,40527,3637
q66,0,0,0,5,33267,1152
q66,1,0,0,6,34868,1205
q66,2,0,1,6,34951,2516
q66,3,0,1,5,40432,2673
q66,4,0,1,5,30063,3325
q66,5,0,2,4,36722,4028
q66,6,0,2,6,37044,4066
q66,7,0,0,4,36442,3711
q66,8,0,2,5,40414,4626
q67,0,0,0,6,28261,1183
q67,1,0,0,5,28078,2067
q67,2,0,1,3,32522,2050
q67,3,0,2,4,34026,2503
q67,4,0,0,5,34061,2455
q67,5,0,1,4,31914,3398
q67,6,0,1,5,29188,3395
q67,7,0,2,3,37175,4432
q67,8,0,2,2,37094,11183
q68,0,0,0,4,34827,2300
q68,1,0,1,6,36252,2208
q68,2,0,1,5,38000,2612
q68,3,0,0,5,40481,2942
q68,4,0,1,5,46618,2949
q68,5,0,2,4,49589,4158
q68,6,0,2,5,48351,4022
q68,7,0,2,4,48155,4754
q68,8,0,0,4,50556,4865
q69,0,0,0,6,37223,1269
q69,1,0,0,5,45221,3396
q69,2,0,1,5,46315,3273
q69,3,0,0,5,41290,3787
q69,4,0,1,4,46047,3581
q69,5,0,2,5,43403,5334
q69,6,0,2,5,47607,5997
q69,7,0,2,5,49033,5993
q69,8,0,1,6,48918,5395
q70,0,0,0,6,15357,1831
q70,1,0,0,5,39565,1583
q70,2,0,1,5,43329,1930
q70,3,0,2,6,38290,1744
q70,4,0,1,5,21130,2182
q70,5,0,1,6,40552,2355
q70,6,0,0,6,31477,2235
q70,7,0,2,6,34919,3017
q70,8,0,2,5,40485,2869
q71,0,0,0,4,28953,2014
q71,1,0,0,6,35463,2657
q71,2,0,1,6,25984,2549
q71,3,0,0,3,52851,3121
q71,4,0,2,4,38853,3099
q71,5,0,1,6,42274,4210
q71,6,0,2,5,48973,4681
q71,7,0,2,5,34463,4692
q71,8,0,1,5,40682,4775
q72,0,0,0,5,42204,2626
q72,1,0,0,3,46831,2416
q72,2,0,1,3,42230,3398
q72,3,0,2,5,41188,3868
q72,4,0,1,4,40571,3819
q72,5,0,1,3,42785,3379
q72,6,0,2,5,42870,4171
q72,7,0,2,5,47389,4829
q72,8,0,0,5,46088,4959
q73,0,0,0,5,31934,2393
q73,1,0,1,4,36712,2139
q73,2,0,0,6,19412,1992
q73,3,0,2,6,38317,3066
q73,4,0,1,4,45454,3203
q73,5,0,0,6,36488,3399
q73,6,0,2,5,44626,4274
q73,7,0,2,3,48291,4042
q73,8,0,1,5,48425,4580
q74,0,0,0,4,34189,2178
q74,1,0,0,5,39993,2889
q74,2,0,1,6,36298,3052
q74,3,0,0,5,36643,2931
q74,4,0,1,6,29162,2931
q74,5,0,2,6,30597,3344
q74,6,0,2,6,39676,3500
q74,7,0,1,5,38455,3595
q74,8,0,2,5,44134,4466
q74,9,1,3,4,38942,1060
q74,10,1,4,2,44372,1315
q74,11,1,3,5,36065,3117
q74,12,1,4,3,47499,2652
q74,13,1,5,5,48549,2830
q74,14,1,4,4,37147,3041
q74,15,1,5,2,42616,4041
q74,16,1,5,3,45955,4924
q74,17,1,3,4,43739,2876
q74,18,2,6,2,38649,3277
q74,19,2,7,1,43034,2198
q74,20,2,7,5,38238,2443
q74,21,2,7,6,35787,2049
q74,22,2,8,5,39596,2721
q74,23,2,6,3,36510,2742
q74,24,2,8,4,47352,3319
q74,25,2,8,4,38506,2946
q74,26,2,6,4,43153,3757
q75,0,0,0,6,31720,1029
q75,1,0,1,6,25288,1957
q75,2,0,0,3,36301,3183
q75,3,0,1,4,35481,3054
q75,4,0,1,3,32039,2572
q75,5,0,2,4,35373,3516
q75,6,0,2,4,38516,3588
q75,7,0,2,3,34124,3684
q75,8,0,0,3,31419,4394
q75,9,1,3,5,26692,1628
q75,10,1,4,4,34621,1570
q75,11,1,4,6,18067,1963
q75,12,1,3,4,33473,2934
q75,13,1,5,4,41393,1696
q75,14,1,5,6,36513,2414
q75,15,1,5,6,31774,2235
q75,16,1,3,5,29382,2786
q75,17,1,4,2,38655,3080
q75,18,2,6,4,41393,897
q75,19,2,6,6,27097,826
q75,20,2,6,4,32508,1057
q75,21,2,7,2,37952,1896
q75,22,2,7,4,29830,2399
q75,23,2,8,4,36600,2107
q75,24,2,8,4,32243,2714
q75,25,2,8,4,35758,2725
q75,26,2,7,4,37363,3659
q76,0,0,0,5,36772,2030
q76,1,0,1,4,34265,1777
q76,2,0,2,4,29734,2457
q76,3,0,0,6,35288,3252
q76,4,0,2,5,44840,3465
q76,5,0,1,4,28817,3511
q76,6,0,0,4,38408,4292
q76,7,0,2,5,38277,3419
q76,8,0,1,4,35076,3495
q77,0,0,0,4,25952,1056
q77,1,0,0,6,34857,1379
q77,2,0,1,4,38406,1936
q77,3,0,1,5,38958,2043
q77,4,0,2,5,32956,2298
q77,5,0,2,5,31666,2337
q77,6,0,2,5,37508,2422
q77,7,0,1,4,44104,2577
q77,8,0,0,5,37934,2560
q77,9,1,3,6,43727,947
q77,10,1,3,5,30004,914
q77,11,1,3,6,28456,1184
q77,12,1,4,3,35933,3060
q77,13,1,5,4,38805,2991
q77,14,1,4,5,37200,3662
q77,15,1,4,4,44413,3457
q77,16,1,5,5,48416,3560
q77,17,1,5,5,46298,3808
q78,0,0,0,6,40916,1596
q78,1,0,1,3,40714,928
q78,2,0,2,5,44006,2654
q78,3,0,2,5,39612,2971
q78,4,0,0,6,45214,1744
q78,5,0,0,6,45476,1982
q78,6,0,1,6,42802,2600
q78,7,0,1,5,41248,2748
q78,8,0,2,5,36211,3354
q79,0,0,0,4,33630,2100
q79,1,0,1,3,40182,944
q79,2,0,2,4,37970,2030
q79,3,0,1,6,34478,2372
q79,4,0,2,2,36750,1938
q79,5,0,0,4,38579,2228
q79,6,0,0,4,38191,3149
q79,7,0,2,2,40552,3356
q79,8,0,1,5,33572,3079
q79,9,1,3,4,35081,796
q79,10,1,4,5,29084,1030
q79,11,1,4,5,37293,886
q79,12,1,3,6,22760,2082
q79,13,1,3,1,47850,870
q79,14,1,4,4,42292,1511
q79,15,1,5,4,35534,1602
q79,16,1,5,5,31981,1886
q79,17,1,5,5,36242,2449
q79,18,2,6,4,40537,1059
q79,19,2,7,2,46720,1891
q79,20,2,7,5,36242,2104
q79,21,2,8,5,37293,2621
q79,22,2,6,1,47850,2499
q79,23,2,8,3,50013,3307
q79,24,2,7,4,37706,3246
q79,25,2,8,6,28828,3477
q79,26,2,6,6,22760,3949
q80,0,0,0,4,34991,695
q80,1,0,1,4,30529,1191
q80,2,0,0,5,24769,986
q80,3,0,2,6,22355,1307
q80,4,0,2,6,10042,1319
q80,5,0,0,6,26914,1514
q80,6,0,2,5,22295,1761
q80,7,0,1,5,36629,2368
q80,8,0,1,3,44215,4159
q80,9,1,3,4,33315,1072
q80,10,1,3,4,35668,1133
q80,11,1,3,4,31412,1616
q80,12,1,4,3,39260,1701
q80,13,1,4,5,36880,2862
q80,14,1,5,4,41368,3588
q80,15,1,5,3,36657,3311
q80,16,1,4,3,43398,3696
q80,17,1,5,5,39660,4663
q80,18,2,6,6,25574,871
q80,19,2,7,5,27626,1381
q80,20,2,7,6,27064,1680
q80,21,2,8,5,33227,1928
q80,22,2,6,4,40225,2037
q80,23,2,7,6,35291,2013
q80,24,2,8,4,44374,2481
q80,25,2,6,5,30982,2441
q80,26,2,8,5,33907,2556
q81,0,0,0,3,40987,1567
q81,1,0,1,5,33199,1734
q81,2,0,0,5,32781,1354
q81,3,0,2,4,36311,1569
q81,4,0,2,4,43757,1982
q81,5,0,1,6,34053,2462
q81,6,0,1,6,33069,2538
q81,7,0,2,3,44837,3298
q81,8,0,0,3,44532,4199
q81,9,1,3,6,28030,978
q81,10,1,4,4,38993,1898
q81,11,1,3,5,34101,2929
q81,12,1,5,4,44880,1442
q81,13,1,5,4,26937,1627
q81,14,1,3,4,43442,3136
q81,15,1,5,5,43030,3217
q81,16,1,4,3,41285,4667
q81,17,1,4,5,39668,2659
q81,18,2,6,5,32970,1256
q81,19,2,7,4,30863,2074
q81,20,2,8,6,32876,2301
q81,21,2,7,4,38084,2725
q81,22,2,8,6,38535,3272
q81,23,2,8,6,46242,3492
q81,24,2,6,5,42067,3226
q81,25,2,7,3,49805,3742
q81,26,2,6,5,42316,4526
q82,0,0,0,5,34781,2145
q82,1,0,1,5,41303,2434
q82,2,0,1,4,39464,2489
q82,3,0,1,3,37917,2933
q82,4,0,0,4,39460,2981
q82,5,0,2,6,46690,3292
q82,6,0,0,4,42331,3597
q82,7,0,2,3,54367,4294
q82,8,0,2,4,52611,4585
q82,9,1,3,2,39606,1592
q82,10,1,4,4,45023,2208
q82,11,1,4,2,30553,1957
q82,12,1,4,3,50984,2212
q82,13,1,5,4,36792,3657
q82,14,1,3,4,37322,2607
q82,15,1,5,5,45773,4938
q82,16,1,5,3,40356,4275
q82,17,1,3,2,37642,4211
q82,18,2,6,4,32241,1274
q82,19,2,6,2,48493,2257
q82,20,2,7,2,42780,3140
q82,21,2,8,2,52384,3385
q82,22,2,8,2,47960,4332
q82,23,2,7,3,46977,4434
q82,24,2,6,4,45564,2691
q82,25,2,7,5,45779,2958
q82,26,2,8,3,50048,4069
q83,0,0,0,5,41567,2737
q83,1,0,0,4,49008,2795
q83,2,0,1,5,44258,3911
q83,3,0,1,5,42029,4160
q83,4,0,0,4,46215,3026
q83,5,0,2,4,44249,3110
q83,6,0,2,4,43225,4054
q83,7,0,2,5,41553,3900
q83,8,0,1,5,43727,6019
q84,0,0,0,4,38595,802
q84,1,0,0,6,23964,1404
q84,2,0,1,5,36792,1935
q84,3,0,2,4,40398,2188
q84,4,0,0,5,34694,1857
q84,5,0,2,5,34110,2343
q84,6,0,1,3,48957,2855
q84,7,0,2,4,40656,2960
q84,8,0,1,4,37917,3133
q84,9,1,3,5,27084,1838
q84,10,1,4,4,33163,1203
q84,11,1,3,3,37902,3152
q84,12,1,5,5,28672,3020
q84,13,1,4,4,40194,2355
q84,14,1,3,6,31227,2597
q84,15,1,4,4,31177,2572
q84,16,1,5,5,36369,3260
q84,17,1,5,6,33279,4283
q84,18,2,6,5,28099,1327
q84,19,2,6,5,18047,1653
q84,20,2,7,5,29573,3007
q84,21,2,6,5,31429,2375
q84,22,2,8,4,34703,2992
q84,23,2,7,5,44705,3468
q84,24,2,8,6,35493,3397
q84,25,2,7,3,31291,3846
q84,26,2,8,4,42876,3120
q85,0,0,0,6,12736,903
q85,1,0,0,4,26694,2041
q85,2,0,1,4,38950,2379
q85,3,0,2,5,36801,2792
q85,4,0,1,4,28625,2734
q85,5,0,2,4,39591,2942
q85,6,0,2,4,35896,2939
q85,7,0,0,4,41517,3946
q85,8,0,1,4,39459,4225
q85,9,1,3,5,29493,2248
q85,10,1,3,3,32769,2304
q85,11,1,4,5,30206,2780
q85,12,1,5,6,33239,3017
q85,13,1,5,3,38967,2973
q85,14,1,3,6,31607,3435
q85,15,1,4,5,30130,3458
q85,16,1,5,6,33768,3765
q85,17,1,4,4,29482,3185
q86,0,0,0,5,38877,1191
q86,1,0,0,6,30234,1253
q86,2,0,0,4,37151,2219
q86,3,0,1,6,38951,3423
q86,4,0,2,5,35345,3505
q86,5,0,1,6,46476,3747
q86,6,0,2,4,51736,3850
q86,7,0,2,5,35370,4084
q86,8,0,1,4,40661,4359
q87,0,0,0,6,29240,1287
q87,1,0,1,4,43059,1412
q87,2,0,1,6,27349,2068
q87,3,0,2,6,35188,2204
q87,4,0,1,5,52732,2317
q87,5,0,2,4,38563,2409
q87,6,0,0,5,43387,2958
q87,7,0,0,5,50762,4173
q87,8,0,2,3,51212,4180
q87,9,1,3,6,31074,920
q87,10,1,3,5,33556,1771
q87,11,1,3,4,48180,2173
q87,12,1,4,4,42483,2414
q87,13,1,5,5,39283,2638
q87,14,1,4,4,42787,2105
q87,15,1,4,5,43401,2886
q87,16,1,5,5,48736,3456
q87,17,1,5,5,48800,4457
q87,18,2,6,6,36893,2205
q87,19,2,7,5,43803,2765
q87,20,2,6,4,45589,2846
q87,21,2,7,5,42819,3277
q87,22,2,6,5,40276,3342
q87,23,2,7,6,44162,3233
q88,0,0,0,6,22840,881
q88,1,0,0,4,37024,738
q88,2,0,0,5,35348,1132
q88,3,0,1,6,19732,2149
q88,4,0,1,5,33178,1977
q88,5,0,2,5,28861,2175
q88,6,0,1,5,34496,1818
q88,7,0,2,6,32794,2654
q88,8,0,2,4,40729,3254
q89,0,0,0,4,36932,2168
q89,1,0,1,3,46055,2012
q89,2,0,1,5,23747,2523
q89,3,0,2,5,28917,2786
q89,4,0,2,4,45479,3103
q89,5,0,1,4,39694,2992
q89,6,0,2,5,33372,3340
q89,7,0,0,4,43910,3000
q89,8,0,0,5,37482,3470
q89,9,1,3,5,18561,747
q89,10,1,4,6,26458,887
q89,11,1,5,4,31896,2040
q89,12,1,4,4,34313,1912
q89,13,1,4,3,44843,2043
q89,14,1,3,6,15720,2282
q89,15,1,5,5,44420,2803
q89,16,1,3,6,33411,2762
q89,17,1,5,6,38092,3496
q89,18,2,6,5,26211,1645
q89,19,2,6,3,41536,1752
q89,20,2,7,5,37968,1211
q89,21,2,8,5,33587,3249
q89,22,2,6,3,48592,3184
q89,23,2,8,6,35456,3454
q89,24,2,7,3,42139,3566
q89,25,2,7,4,34233,3078
q89,26,2,8,4,44225,3751
q90,0,0,0,5,43013,1869
q90,1,0,0,5,44732,2406
q90,2,0,1,5,44158,2604
q90,3,0,1,5,48480,3343
q90,4,0,2,6,45028,3295
q90,5,0,0,4,46277,3395
q90,6,0,2,6,44019,3663
q90,7,0,2,5,41582,4357
q90,8,0,1,3,52182,2138
q90,9,1,3,5,33726,1002
q90,10,1,3,3,37266,3081
q90,11,1,4,5,26987,2926
q90,12,1,5,2,45280,2967
q90,13,1,5,3,46415,4014
q90,14,1,4,5,40665,3516
q90,15,1,4,6,31534,4066
q90,16,1,3,3,50725,4935
q90,17,1,5,2,50117,3796
q90,18,2,6,5,32005,1878
q90,19,2,7,5,50371,2338
q90,20,2,8,6,34184,3026
q90,21,2,7,3,44889,3166
q90,22,2,8,5,48709,2845
q90,23,2,8,6,43210,2873
q90,24,2,6,5,43035,3270
q90,25,2,6,5,36815,4016
q90,26,2,7,3,46415,5406
q91,0,0,0,6,9064,1113
q91,1,0,0,6,10495,1771
q91,2,0,1,5,13416,2323
q91,3,0,1,6,22082,2652
q91,4,0,0,6,17208,2381
q91,5,0,1,5,29216,1840
q91,6,0,2,4,30040,2585
q91,7,0,2,4,30852,2707
q91,8,0,2,5,28513,3581
q91,9,1,3,4,1734,1149
q91,10,1,4,6,16709,1148
q91,11,1,5,6,10160,1330
q91,12,1,5,5,26965,1933
q91,13,1,4,4,32857,2491
q91,14,1,5,6,23282,2574
q91,15,1,3,5,25576,2489
q91,16,1,4,4,36089,3032
q91,17,1,3,5,31538,3119
q91,18,2,6,5,31051,1240
q91,19,2,7,6,19795,1196
q91,20,2,7,6,24046,1392
q91,21,2,8,6,15291,981
q91,22,2,8,4,33570,2589
q91,23,2,6,5,30466,987
q91,24,2,6,6,27644,2489
q91,25,2,8,4,31365,3000
q91,26,2,7,6,30364,2033
q92,0,0,0,5,40574,2248
q92,1,0,0,5,36361,2002
q92,2,0,1,5,37436,2476
q92,3,0,2,4,34771,2809
q92,4,0,0,3,44779,3267
q92,5,0,1,5,35081,3501
q92,6,0,2,4,44823,3486
q92,7,0,2,3,41149,3456
q92,8,0,1,5,40051,3306
